Action name, Thread name, Action timestamp
A location was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
The details for an event were selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A location was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
The details for an event were selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A location was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
The details for an event were selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A location was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
The details for an event were selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
An event was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A location was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A client was selected from database., http-nio-8080-exec-3, 01.06.2020 01.45.37
A ticket was selected from database., http-nio-8080-exec-4, 01.06.2020 01.45.43
The number of available seats to an event was increased., http-nio-8080-exec-4, 01.06.2020 01.45.43
A ticket was removed from database., http-nio-8080-exec-4, 01.06.2020 01.45.43
A ticket was selected from database., http-nio-8080-exec-5, 01.06.2020 01.45.44
The number of available seats to an event was increased., http-nio-8080-exec-5, 01.06.2020 01.45.44
A ticket was removed from database., http-nio-8080-exec-5, 01.06.2020 01.45.44
A client was selected from database., http-nio-8080-exec-6, 01.06.2020 19.46.47
A client was logged., http-nio-8080-exec-6, 01.06.2020 19.46.47
All event details were selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
An event was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
A location was selected from database., http-nio-8080-exec-9, 01.06.2020 19.46.48
The tickets of a client were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
The details for an event were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
The details for an event were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
The details for an event were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
The details for an event were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
The details for an event were selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A client was selected from database., http-nio-8080-exec-2, 01.06.2020 19.46.51
A ticket was selected from database., http-nio-8080-exec-3, 01.06.2020 19.46.54
The number of available seats to an event was increased., http-nio-8080-exec-3, 01.06.2020 19.46.54
A ticket was removed from database., http-nio-8080-exec-3, 01.06.2020 19.46.54
A ticket was selected from database., http-nio-8080-exec-4, 01.06.2020 19.46.57
The number of available seats to an event was increased., http-nio-8080-exec-4, 01.06.2020 19.46.57
A ticket was removed from database., http-nio-8080-exec-4, 01.06.2020 19.46.57
A ticket was selected from database., http-nio-8080-exec-5, 01.06.2020 19.46.59
The number of available seats to an event was increased., http-nio-8080-exec-5, 01.06.2020 19.46.59
A ticket was removed from database., http-nio-8080-exec-5, 01.06.2020 19.46.59
A ticket was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.00
The number of available seats to an event was increased., http-nio-8080-exec-6, 01.06.2020 19.47.00
A ticket was removed from database., http-nio-8080-exec-6, 01.06.2020 19.47.00
All event details were selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
An event was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
A location was selected from database., http-nio-8080-exec-8, 01.06.2020 19.47.09
The number of available seats to an event was selected from database., Thread-4, 01.06.2020 19.47.23
A ticket was added to database., Thread-4, 01.06.2020 19.47.23
The number of available seats to an event was decreased., Thread-4, 01.06.2020 19.47.23
The number of available seats to an event was selected from database., Thread-5, 01.06.2020 19.47.26
A ticket was added to database., Thread-5, 01.06.2020 19.47.26
The number of available seats to an event was decreased., Thread-5, 01.06.2020 19.47.26
All event details were selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
An event was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
A location was selected from database., http-nio-8080-exec-2, 01.06.2020 19.47.42
The tickets of a client were selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
The details for an event were selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
The details for an event were selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
The details for an event were selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
A client was selected from database., http-nio-8080-exec-4, 01.06.2020 19.47.54
All event details were selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.56
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
An event was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
A location was selected from database., http-nio-8080-exec-6, 01.06.2020 19.47.57
The tickets of a client were selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
The details for an event were selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A location was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
The details for an event were selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A location was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
The details for an event were selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
An event was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A location was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A client was selected from database., http-nio-8080-exec-10, 01.06.2020 19.48.32
A ticket was selected from database., http-nio-8080-exec-1, 01.06.2020 19.48.37
The number of available seats to an event was increased., http-nio-8080-exec-1, 01.06.2020 19.48.38
A ticket was removed from database., http-nio-8080-exec-1, 01.06.2020 19.48.38
A ticket was selected from database., http-nio-8080-exec-2, 01.06.2020 19.48.41
The number of available seats to an event was increased., http-nio-8080-exec-2, 01.06.2020 19.48.41
A ticket was removed from database., http-nio-8080-exec-2, 01.06.2020 19.48.41
All event details were selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
An event was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
A location was selected from database., http-nio-8080-exec-4, 01.06.2020 19.48.52
